match_date,home,away,score,selection,p_raw,p_calibrated,market_odds,closing_odds,edge_pct,stake,won,pnl,bankroll_after,clv_pct
2024-09-01,Buyuksehyr,Antalyaspor,5-2,Under 2.5,0.535907585260485,0.5945738667352749,1.93,2.02,14.752756279908063,367.9731870484517,False,-367.9731870484517,11897.799714566605,-4.455445544554459
2024-09-14,Sivasspor,Gaziantep,3-2,Under 2.5,0.5448859854473451,0.6073858600288391,1.77,1.84,7.507297225104526,232.00082800523438,False,-232.00082800523438,11665.79888656137,-3.8043478260869623
2024-09-15,Alanyaspor,Hatayspor,0-0,Over 2.5,0.5752873189576754,0.5753566837188079,1.93,2.15,11.04383995772993,277.0649803919304,False,-277.0649803919304,11388.73390616944,-10.232558139534886
2024-09-19,Trabzonspor,Kayserispor,2-2,Over 2.5,0.6180020872682542,0.6400603178439095,1.67,1.7,6.890073079932879,234.23644448184152,True,156.9384178028338,11545.672323972274,-1.764705882352946
2024-09-21,Konyaspor,Sivasspor,0-0,Under 2.5,0.577801777488299,0.65118453745505,1.73,1.75,12.654924979723647,346.3701697191682,True,252.85022389499272,11798.522547867267,-1.1428571428571455
2024-09-22,Ad. Demirspor,Alanyaspor,0-2,Over 2.5,0.6434899972080846,0.6923597929161728,1.65,1.72,14.239365831168493,353.955676436018,False,-353.955676436018,11444.566871431249,-4.069767441860472
2024-09-23,Gaziantep,Trabzonspor,0-0,Over 2.5,0.5707042520260253,0.5807220580009418,1.9,1.78,10.337191020178938,262.8992753182144,False,-262.8992753182144,11181.667596113035,6.741573033707859
2024-09-23,Goztep,Kayserispor,3-0,Under 2.5,0.4892378347535703,0.5144639635721074,2.05,2.12,5.465112532282013,116.39823183110296,False,-116.39823183110296,11065.269364281932,-3.301886792452846
2024-09-27,Sivasspor,Buyuksehyr,1-2,Under 2.5,0.557369515403821,0.6205973129496808,1.7,1.74,5.5015432014457355,173.93159269494566,False,-173.93159269494566,10891.337771586986,-2.298850574712641
2024-09-28,Alanyaspor,Rizespor,1-0,Over 2.5,0.5767411568746359,0.5942974487394864,1.88,2.01,11.727920363023436,290.30168643627576,False,-290.30168643627576,10601.03608515071,-6.467661691542281
