match_date,home_team,away_team,home_goals,away_goals,y,p_dc,p_lgbm,p_ensemble
2023-09-23,Rizespor,Sivasspor,1,1,0,0.5277586671975761,0.1609477659411569,0.41771539682065034
2023-09-23,Antalyaspor,Samsunspor,2,0,0,0.3272553996494186,0.5941799481048284,0.40733276418604153
2023-09-23,Buyuksehyr,Galatasaray,1,2,1,0.3831580864420533,0.2912342698508659,0.35558094146469704
2023-09-24,Ankaragucu,Konyaspor,1,1,0,0.4197278072736173,0.17134645143424887,0.34521340052180677
2023-09-24,Besiktas,Kayserispor,2,1,1,0.6330089516196712,0.24579154481812465,0.5168437295792072
2023-09-24,Alanyaspor,Fenerbahce,0,1,0,0.6981084031454496,0.18951231775574112,0.545529577528537
2023-09-24,Kasimpasa,Ad. Demirspor,2,1,1,0.6649117540053838,0.14891639758674038,0.5101131470797907
2023-09-25,Hatayspor,Trabzonspor,3,2,1,0.613371858907316,0.5216463148031947,0.5858541956760797
2023-09-26,Istanbulspor,Galatasaray,0,1,0,0.5439505749424552,0.2330324681640555,0.4506751429089353
2023-09-27,Ad. Demirspor,Besiktas,4,2,1,0.5816898438724574,0.2972725244656615,0.4963646480504186
2023-09-28,Fenerbahce,Buyuksehyr,4,0,1,0.49933072744655227,0.20061827647816188,0.40971699215603513
2023-09-29,Samsunspor,Gaziantep,1,2,1,0.2809187975975069,0.28961372810718367,0.2835272767504099
2023-09-30,Sivasspor,Hatayspor,0,0,0,0.5221015505594092,0.25827047244712587,0.4429522271257242
2023-09-30,Istanbulspor,Antalyaspor,1,2,1,0.4919079890763318,0.37966491254544815,0.4582350661170667
2023-09-30,Trabzonspor,Pendikspor,2,1,1,0.7598089726497981,0.4791997784954084,0.6756262144034813
2023-09-30,Galatasaray,Ankaragucu,2,1,1,0.5161835081840747,0.3826379577793434,0.4761198430626553
2023-10-01,Karagumruk,Kasimpasa,2,3,1,0.695915679940084,0.19310137100399266,0.5450713872592565
2023-10-01,Fenerbahce,Rizespor,5,0,1,0.7159330036553162,0.7513983663622715,0.7265726124674028
2023-10-01,Ad. Demirspor,Alanyaspor,4,0,1,0.7123258116015232,0.13998874093931335,0.5406246904028602
2023-10-01,Konyaspor,Besiktas,0,2,0,0.46218286805366915,0.18087801795364988,0.37779141302366337
2023-10-02,Kayserispor,Buyuksehyr,0,0,0,0.4732738715500401,0.2714765011658188,0.4127346604347737
2023-10-06,Ad. Demirspor,Trabzonspor,1,0,0,0.673279903276592,0.4077288039954103,0.5936145734922375
2023-10-06,Alanyaspor,Karagumruk,2,1,1,0.6985405955379069,0.22714062487308417,0.5571206043384601
2023-10-07,Pendikspor,Sivasspor,2,3,1,0.5629396955123689,0.32375306583662306,0.49118370660964517
2023-10-07,Ankaragucu,Kayserispor,3,0,1,0.528380218889279,0.17950583566520142,0.4237179039220557
2023-10-07,Antalyaspor,Galatasaray,0,2,0,0.4638880109416776,0.3395181601854379,0.4265770557148057
2023-10-07,Buyuksehyr,Gaziantep,2,0,0,0.4647695983557126,0.25758221485327965,0.4026133833049827
2023-10-08,Rizespor,Samsunspor,1,0,0,0.3566039236295155,0.5121411301951407,0.40326508559920304
2023-10-08,Besiktas,Istanbulspor,2,0,0,0.5982894791042905,0.7567152418943633,0.6458172079413124
2023-10-08,Hatayspor,Konyaspor,3,1,1,0.4752480304599533,0.23995020474293347,0.4046586827448473
2023-10-08,Kasimpasa,Fenerbahce,0,2,0,0.692227016006949,0.580883493492254,0.6588239592525404
2023-10-21,Gaziantep,Antalyaspor,1,0,0,0.44147284313537855,0.7991399037474023,0.5487729613189857
2023-10-21,Kayserispor,Rizespor,3,1,1,0.5521160303680069,0.7350261744125868,0.6069890735813809
2023-10-21,Galatasaray,Besiktas,2,1,1,0.5047652866685539,0.730400960284125,0.5724559887532252
2023-10-21,Konyaspor,Pendikspor,1,2,1,0.5283855346635491,0.6374901732359142,0.5611169262352587
2023-10-22,Sivasspor,Kasimpasa,0,1,0,0.5927302781435398,0.39894212278967156,0.5345938315373794
2023-10-22,Istanbulspor,Ankaragucu,2,1,1,0.4512185396410149,0.7838131379847925,0.5509969191441482
2023-10-22,Fenerbahce,Hatayspor,4,2,1,0.7389979160218261,0.7175840447847357,0.732573754650699
2023-10-22,Samsunspor,Buyuksehyr,0,0,0,0.363478507641193,0.5543117855579208,0.42072849101621135
2023-10-23,Karagumruk,Ad. Demirspor,2,0,0,0.6715211858224023,0.5113278273212263,0.6234631782720494
2023-10-23,Trabzonspor,Alanyaspor,1,0,0,0.7021998080703868,0.7395650558362837,0.713409382400156
2023-10-27,Hatayspor,Kayserispor,1,2,1,0.5382127588794758,0.4009587454346133,0.49703655484601705
2023-10-27,Kasimpasa,Istanbulspor,3,1,1,0.605022359972488,0.49772765312516154,0.57283394791829
2023-10-28,Alanyaspor,Sivasspor,1,2,1,0.5837539414135797,0.5190468143356324,0.5643418032901955
2023-10-28,Ad. Demirspor,Konyaspor,3,0,1,0.5747860540451355,0.5279405943058498,0.5607324161233498
2023-10-28,Rizespor,Galatasaray,0,1,0,0.5367674318819653,0.2722362502057818,0.4574080773791102
2023-10-29,Karagumruk,Trabzonspor,0,0,0,0.6582039474046055,0.38141356559627876,0.5751668328621075
2023-10-29,Ankaragucu,Samsunspor,2,0,0,0.4568023379562523,0.4821010344661534,0.46439194690922264
2023-10-29,Antalyaspor,Buyuksehyr,1,0,0,0.36426508362669474,0.5699696300854297,0.42597644756431524
2023-10-29,Pendikspor,Fenerbahce,0,5,1,0.6650268610454111,0.3211128140992183,0.5618526469615532
2023-10-30,Besiktas,Gaziantep,2,0,0,0.6251439413698231,0.6576332359825422,0.6348907297536388
2023-11-03,Galatasaray,Kasimpasa,2,1,1,0.6698030351715984,0.7521497013303037,0.69450703501921
2023-11-04,Istanbulspor,Pendikspor,2,4,1,0.5016354945762814,0.3487658466686476,0.4557746002039913
2023-11-04,Samsunspor,Hatayspor,2,1,1,0.3877565223567401,0.6099826599834738,0.45442436364476024
2023-11-04,Fenerbahce,Trabzonspor,2,3,1,0.6781571866198444,0.6419080726476682,0.6672824524281915
2023-11-05,Sivasspor,Ad. Demirspor,1,1,0,0.5942432822148661,0.45790771100825023,0.5533426108528814
2023-11-05,Buyuksehyr,Ankaragucu,3,3,1,0.36914325470814613,0.7582444106945352,0.4858736015040629
2023-11-05,Konyaspor,Karagumruk,1,1,0,0.546252009432974,0.7232927331367993,0.5993642265441217
2023-11-05,Antalyaspor,Besiktas,3,2,1,0.4874349808147651,0.4742604897359713,0.48348263349112697
2023-11-06,Gaziantep,Rizespor,2,0,0,0.44992391475306703,0.6376342620521501,0.506237018942792
2023-11-06,Kayserispor,Alanyaspor,1,0,0,0.6382145718879763,0.5398174807245523,0.6086954445389491
2023-11-08,Samsunspor,Istanbulspor,2,1,1,0.4040189899330123,0.7856684585372812,0.518513830514293
2023-11-10,Ankaragucu,Antalyaspor,0,4,1,0.43219597782730573,0.19952782440184297,0.3623955317996669
2023-11-10,Trabzonspor,Konyaspor,2,1,1,0.5533331722563793,0.39224858227332904,0.5050077952614642
2023-11-11,Kasimpasa,Kayserispor,3,4,1,0.6494523657175872,0.536494321822132,0.6155649525489506
2023-11-11,Alanyaspor,Gaziantep,0,3,1,0.5897244877636525,0.6168635430342627,0.5978662043448355
2023-11-11,Karagumruk,Sivasspor,3,0,1,0.5835360303772068,0.3662627405529871,0.5183540434299408
2023-11-11,Hatayspor,Galatasaray,2,1,1,0.5777366189526602,0.4532571726739201,0.5403927850690381
2023-11-12,Besiktas,Buyuksehyr,1,0,0,0.42172493425592117,0.5636682033610771,0.46430791498746793
2023-11-12,Pendikspor,Samsunspor,1,0,0,0.3987528818389317,0.5737180707904668,0.4512424385243923
2023-11-12,Ad. Demirspor,Fenerbahce,0,0,0,0.653196985765518,0.5838013838059866,0.6323783051776586
2023-11-12,Rizespor,Istanbulspor,1,0,0,0.487429349125082,0.7264021154547269,0.5591211790239754
2023-11-25,Gaziantep,Ankaragucu,0,1,0,0.43341095464633733,0.7509930711465688,0.5286855895964068
2023-11-25,Istanbulspor,Hatayspor,2,1,1,0.5000729029831786,0.4208269636196506,0.4762991211741202
2023-11-25,Galatasaray,Alanyaspor,4,0,1,0.6690801447986152,0.8095324332639062,0.7112158313382025
2023-11-25,Konyaspor,Kasimpasa,2,0,0,0.5746230892777083,0.7529687728469727,0.6281267943484876
2023-11-26,Kayserispor,Ad. Demirspor,1,1,0,0.6486204819981416,0.5887843701319893,0.6306696484382959
2023-11-26,Antalyaspor,Rizespor,0,0,0,0.4834559631266025,0.6570609627389568,0.5355374630103088
2023-11-26,Samsunspor,Besiktas,1,2,1,0.5276064465472567,0.5507037049878571,0.5345356240794369
2023-11-26,Fenerbahce,Karagumruk,2,1,1,0.7068283269945224,0.5673873728390912,0.664996040747893
2023-11-27,Buyuksehyr,Pendikspor,4,1,1,0.5315893797687876,0.5582438082860679,0.5395857083239717
2023-11-27,Sivasspor,Trabzonspor,3,3,1,0.5432058564168273,0.37399171292651745,0.4924416133697343
2023-12-01,Hatayspor,Antalyaspor,3,3,1,0.48968548993363564,0.5398152713646867,0.504724424362951
2023-12-01,Karagumruk,Istanbulspor,3,0,1,0.6129768097128971,0.6871167059643568,0.6352187785883351
2023-12-02,Pendikspor,Galatasaray,0,2,0,0.6415451496617391,0.5047824257997003,0.6005163325031275
2023-12-02,Ad. Demirspor,Samsunspor,2,3,1,0.5741603608675605,0.5840709187069784,0.5771335282193859
2023-12-02,Rizespor,Buyuksehyr,3,2,1,0.3452820132642781,0.4424835731949229,0.3744424812434715
2023-12-02,Alanyaspor,Konyaspor,2,2,1,0.5219414211467683,0.7343411503125399,0.5856613398964998
2023-12-03,Kasimpasa,Gaziantep,4,2,1,0.5809174739868961,0.45611326059317725,0.5434762099687804
2023-12-03,Trabzonspor,Kayserispor,0,1,0,0.6523556546012049,0.5993797251412912,0.6364628757632308
2023-12-03,Ankaragucu,Besiktas,1,1,0,0.5193719191434641,0.4654466448238494,0.5031943368475797
2023-12-04,Fenerbahce,Sivasspor,4,1,1,0.6490235370120532,0.7317791483613846,0.6738502204168526
2023-12-08,Galatasaray,Ad. Demirspor,3,1,1,0.5579820831878252,0.8151946381349745,0.63514584967197
2023-12-09,Besiktas,Fenerbahce,1,3,1,0.5822624096568725,0.7147934546111349,0.6220217231431512
2023-12-09,Antalyaspor,Karagumruk,2,1,1,0.5142652962697152,0.3464092354922485,0.46390847803647517
2023-12-09,Samsunspor,Kasimpasa,4,2,1,0.47092037858870767,0.42070939009403835,0.4558570820403069
2023-12-10,Kayserispor,Pendikspor,2,0,0,0.6725387810403087,0.5399940456549355,0.6327753604246967
2023-12-10,Istanbulspor,Alanyaspor,0,1,0,0.5821248676601278,0.753868840374771,0.6336480594745207
2023-12-10,Buyuksehyr,Hatayspor,1,0,0,0.4777383512299975,0.3467570258709045,0.4384439536222696
2023-12-10,Gaziantep,Trabzonspor,1,3,1,0.5442514652337461,0.45875326639035796,0.5186020055807297
2023-12-11,Ankaragucu,Rizespor,1,1,0,0.4534942183306982,0.5165707385168995,0.4724171743865586
2023-12-11,Konyaspor,Sivasspor,0,1,0,0.4517709776482711,0.7150528900703449,0.5307555513748933
2023-12-19,Istanbulspor,Trabzonspor,0,3,1,0.6000308450495003,0.7495967396642327,0.64490061343392
2023-12-19,Buyuksehyr,Sivasspor,3,1,1,0.39571798694482396,0.2954679451515423,0.36564297440683946
2023-12-19,Gaziantep,Ad. Demirspor,2,2,1,0.5544145545672273,0.2858253779995808,0.47383780159693334
2023-12-20,Kayserispor,Fenerbahce,3,4,1,0.655997003819693,0.605701551801218,0.6409083682141504
2023-12-20,Antalyaspor,Kasimpasa,0,0,0,0.5725018997325717,0.613726550083422,0.5848692948378268
2023-12-20,Galatasaray,Karagumruk,1,0,0,0.5842236106282552,0.7027122093853879,0.619770190255395
2023-12-21,Rizespor,Pendikspor,5,1,1,0.5224834858334485,0.6747474547813485,0.5681626765178185
2023-12-21,Samsunspor,Konyaspor,1,1,0,0.355926252760532,0.3402515085259333,0.3512238294901524
2023-12-21,Ankaragucu,Hatayspor,0,0,0,0.5474147055565874,0.29428326709332964,0.4714752740176101
2023-12-21,Besiktas,Alanyaspor,1,3,1,0.6618130914294252,0.38666457304549484,0.5792685359142461
2023-12-23,Sivasspor,Istanbulspor,1,0,0,0.5113693199935861,0.615517257825345,0.5426137013431138
2023-12-23,Karagumruk,Gaziantep,0,3,1,0.5639876551840255,0.669625308713852,0.5956789512429734
2023-12-23,Trabzonspor,Buyuksehyr,1,1,0,0.4607553234923013,0.7994844926949202,0.5623740742530869
2023-12-24,Konyaspor,Kayserispor,2,0,0,0.5262336960037806,0.8573189568062438,0.6255592742445195
2023-12-24,Ad. Demirspor,Antalyaspor,2,1,1,0.5529340924931702,0.700829657652089,0.5973027620408458
2023-12-24,Fenerbahce,Galatasaray,0,0,0,0.5436715899691612,0.8859368739763335,0.6463511751713129
2023-12-25,Alanyaspor,Samsunspor,3,1,1,0.4653994248188713,0.5739044612419528,0.49795093574579574
2023-12-25,Kasimpasa,Rizespor,2,2,1,0.554119165559552,0.6272355220130683,0.5760540724956069
2023-12-25,Hatayspor,Besiktas,1,2,1,0.5908266802935425,0.6422461024731687,0.6062525069474304
2023-12-25,Pendikspor,Ankaragucu,1,1,0,0.5775229053769011,0.6540531686723703,0.6004819843655419
2024-01-05,Gaziantep,Pendikspor,2,2,1,0.5259483688245691,0.4040187480191558,0.4893694825829451
2024-01-05,Antalyaspor,Alanyaspor,0,0,0,0.5524460649270371,0.4555347687592667,0.5233726760767059
2024-01-05,Besiktas,Kasimpasa,1,3,1,0.6704082524729109,0.4027553596744068,0.5901123846333597
2024-01-06,Rizespor,Hatayspor,2,0,0,0.4578407254060823,0.38959060062821144,0.437365687972721
2024-01-06,Buyuksehyr,Ad. Demirspor,0,0,0,0.44687264440949787,0.3366180510111681,0.4137962663899989
2024-01-06,Ankaragucu,Trabzonspor,0,1,0,0.5544873242188167,0.32769308267319447,0.4864490517551301
2024-01-06,Samsunspor,Karagumruk,1,0,0,0.44542316082684863,0.33370203298639817,0.4119068224747135
2024-01-07,Galatasaray,Konyaspor,3,0,1,0.5016741551132644,0.7717010095257891,0.5826822114370218
2024-01-07,Kayserispor,Sivasspor,1,3,1,0.5524247368872564,0.44651506684319564,0.5206518358740382
2024-01-07,Istanbulspor,Fenerbahce,1,5,1,0.6526495481908384,0.847504478573985,0.7111060273057823
2024-01-09,Alanyaspor,Ankaragucu,1,1,0,0.49879621214813197,0.5831531994486798,0.5241033083382963
2024-01-09,Pendikspor,Antalyaspor,0,1,0,0.5667653641165412,0.32369492884931655,0.4938442335363738
2024-01-09,Kasimpasa,Buyuksehyr,0,3,1,0.5197801901070057,0.6017096118922223,0.5443590166425707
2024-01-09,Rizespor,Besiktas,0,4,1,0.5449460617794913,0.490040876163926,0.5284745060948217
2024-01-10,Hatayspor,Gaziantep,0,0,0,0.4879758885871984,0.6446256812327648,0.5349708263808683
2024-01-10,Karagumruk,Kayserispor,4,1,1,0.589995771061033,0.5060011180354705,0.5647973751533643
2024-01-10,Ad. Demirspor,Istanbulspor,2,2,1,0.6481012816412933,0.7917706480237797,0.6912020915560393
2024-01-10,Fenerbahce,Konyaspor,7,1,1,0.6074759527647686,0.698526063694733,0.6347909860437579
2024-01-11,Sivasspor,Galatasaray,1,1,0,0.4809076892577011,0.3993183662074335,0.4564308923426208
2024-01-11,Trabzonspor,Samsunspor,2,1,1,0.5971706838206228,0.6223252948680441,0.6047170671348492
2024-01-13,Besiktas,Karagumruk,3,0,1,0.5861224214057617,0.7215757424739506,0.6267584177262183
2024-01-13,Ankaragucu,Kasimpasa,3,1,1,0.5610712770498641,0.4595996987981646,0.5306298035743543
2024-01-13,Hatayspor,Pendikspor,1,1,0,0.6021246267346295,0.7847204362106204,0.6569033695774268
2024-01-13,Rizespor,Ad. Demirspor,1,0,0,0.582032938336837,0.4666344765865992,0.5474133998117656
2024-01-13,Buyuksehyr,Alanyaspor,3,2,1,0.48745901732221136,0.6683588566974255,0.5417289691347756
2024-01-14,Istanbulspor,Konyaspor,0,0,0,0.4364772859028745,0.734845687253817,0.5259878063081572
2024-01-14,Antalyaspor,Trabzonspor,1,1,0,0.5086393472401552,0.6087288525042716,0.5386661988193902
2024-01-14,Samsunspor,Sivasspor,2,0,0,0.4639062529648844,0.43627826351334986,0.45561785612942407
2024-01-14,Gaziantep,Fenerbahce,0,1,0,0.6572565734552349,0.649922979608508,0.6550564953012168
2024-01-15,Galatasaray,Kayserispor,2,1,1,0.5909471026959949,0.8724938754926113,0.6754111345349798
2024-01-20,Kasimpasa,Hatayspor,3,0,1,0.6662363755309713,0.3624372084395734,0.5750966254035519
2024-01-20,Alanyaspor,Rizespor,2,1,1,0.5638924812738944,0.7653823651081815,0.6243394464241805
2024-01-20,Karagumruk,Buyuksehyr,1,1,0,0.4302999536500321,0.5300517602955367,0.4602254956436835
2024-01-20,Ad. Demirspor,Ankaragucu,1,1,0,0.5518833964827812,0.6730099547523373,0.588221363963648
2024-01-20,Pendikspor,Besiktas,4,0,1,0.6809374886935787,0.6639186013904149,0.6758318225026295
2024-01-21,Fenerbahce,Samsunspor,1,1,0,0.6979415193499762,0.6500473007582177,0.6835732537724486
2024-01-21,Sivasspor,Gaziantep,2,2,1,0.5030602088665345,0.4674266364775025,0.49237013714982486
2024-01-21,Trabzonspor,Galatasaray,1,5,1,0.49583561050326463,0.732123209902918,0.5667218903231607
2024-01-21,Konyaspor,Antalyaspor,1,1,0,0.4111498798482309,0.5003481928684033,0.4379093737542826
2024-01-22,Kayserispor,Istanbulspor,0,1,0,0.5679555164211082,0.4639858015534754,0.5367646019608183
2024-01-23,Hatayspor,Alanyaspor,1,1,0,0.5630923136350516,0.8577760766122214,0.6514974425282025
2024-01-23,Besiktas,Ad. Demirspor,0,0,0,0.6109211501774465,0.6478172136905337,0.6219899692313726
2024-01-23,Pendikspor,Kasimpasa,3,2,1,0.7223906047486534,0.34917925189410376,0.6104271988922885
2024-01-24,Ankaragucu,Karagumruk,2,0,0,0.46742537566491404,0.4874539237879658,0.47343394010182954
2024-01-24,Gaziantep,Konyaspor,1,1,0,0.4438100667064309,0.7487351011294111,0.535287577033325
2024-01-24,Antalyaspor,Sivasspor,2,1,1,0.4614279623215412,0.8473398259900569,0.5772015214220959
2024-01-24,Buyuksehyr,Fenerbahce,0,1,0,0.48783709927930086,0.7941033699786562,0.5797169804891075
2024-01-25,Galatasaray,Istanbulspor,3,1,1,0.6119285491324756,0.8973241810424831,0.697547238705478
2024-01-25,Rizespor,Trabzonspor,1,0,0,0.5630773968521915,0.45919929678456095,0.5319139668319023
2024-01-25,Samsunspor,Kayserispor,2,0,0,0.5237746236648371,0.3064748957589187,0.4585847052930615
2024-01-27,Alanyaspor,Pendikspor,1,1,0,0.6919918608929808,0.5828289402561814,0.659242984701941
2024-01-27,Ad. Demirspor,Hatayspor,0,1,0,0.6831572548387819,0.7342589669009482,0.6984877684574318
2024-01-28,Konyaspor,Buyuksehyr,2,3,1,0.35849299180270805,0.5952134835778523,0.4295091393352513
2024-01-28,Karagumruk,Rizespor,4,0,1,0.5473874035050182,0.7823252101240091,0.6178687454907155
2024-01-28,Sivasspor,Besiktas,1,0,0,0.534406592183737,0.5798627838524557,0.5480434496843526
2024-01-28,Fenerbahce,Ankaragucu,2,1,1,0.6209993106602453,0.8227797590970106,0.6815334451912749
2024-01-29,Galatasaray,Gaziantep,2,1,1,0.6151122259943043,0.9274570601034995,0.7088156762270629
2024-01-29,Trabzonspor,Kasimpasa,2,3,1,0.7077320330051268,0.6288963023328514,0.6840813138034442
2024-01-29,Istanbulspor,Samsunspor,1,1,0,0.42934517657520854,0.7456053599821698,0.524223231597297
2024-01-29,Kayserispor,Antalyaspor,1,1,0,0.4912781982302773,0.566950395935021,0.5139798575417004
2024-02-02,Samsunspor,Galatasaray,0,2,0,0.44982970349818874,0.15974316667607774,0.3628037424515554
2024-02-02,Ankaragucu,Sivasspor,0,0,0,0.4381193748088578,0.6022521893489731,0.4873592191708924
2024-02-02,Hatayspor,Karagumruk,3,1,1,0.5196681280749781,0.49286707336037006,0.5116278116605957
2024-02-03,Buyuksehyr,Istanbulspor,2,0,0,0.47582882579330493,0.5164160446846773,0.48800499146071663
2024-02-03,Rizespor,Konyaspor,0,0,0,0.4629851557288955,0.28576601968977794,0.40981941491716023
2024-02-03,Gaziantep,Kayserispor,1,1,0,0.5185839318926792,0.4831463932918974,0.5079526703124446
2024-02-03,Antalyaspor,Fenerbahce,0,2,0,0.5452948013593731,0.21524040374356654,0.44627848207463117
2024-02-04,Pendikspor,Ad. Demirspor,2,1,1,0.6512343822433436,0.24486988257175227,0.5293250323418661
2024-02-04,Kasimpasa,Alanyaspor,2,1,1,0.7021685302416741,0.5121348812332656,0.6451584355391515
2024-02-04,Besiktas,Trabzonspor,2,0,0,0.6010286675817355,0.6053656095221339,0.6023297501638549
2024-02-09,Ad. Demirspor,Kasimpasa,1,3,1,0.7085834083871866,0.4771700172554381,0.6391593910476621
2024-02-10,Karagumruk,Pendikspor,2,0,0,0.674080227190769,0.5405509389579918,0.6340214407209358
2024-02-10,Galatasaray,Buyuksehyr,2,0,0,0.43034101868523617,0.7603932866858425,0.5293566990854182
2024-02-11,Istanbulspor,Gaziantep,1,3,1,0.4507284933848426,0.5962350397453058,0.4943804572929816
2024-02-11,Sivasspor,Rizespor,1,0,0,0.49003372120397076,0.36012865284417783,0.45106220069603287
2024-02-11,Fenerbahce,Alanyaspor,2,2,1,0.7560784485407476,0.8586783515269356,0.786858419436604
2024-02-11,Konyaspor,Ankaragucu,1,0,0,0.41613720062496046,0.627119226328043,0.4794318083358852
2024-02-12,Trabzonspor,Hatayspor,2,0,0,0.6246223771224877,0.4254542030657257,0.5648719249054591
2024-02-12,Kayserispor,Besiktas,0,0,0,0.5812296304925572,0.346117952421203,0.510696127071151
2024-02-12,Samsunspor,Antalyaspor,2,0,0,0.3910551590964628,0.14195674010036816,0.3163256333976344
2024-02-16,Kasimpasa,Karagumruk,1,1,0,0.6778267080537421,0.27564693150683134,0.5571727750896689
2024-02-17,Hatayspor,Sivasspor,1,1,0,0.4616794717447306,0.5270670319523423,0.4812957398070141
2024-02-17,Rizespor,Fenerbahce,1,3,1,0.6300754063582552,0.5092325871762027,0.5938225606036395
2024-02-17,Antalyaspor,Istanbulspor,2,2,1,0.4685679374507406,0.7033403400600741,0.5389996582335407
2024-02-18,Pendikspor,Trabzonspor,0,2,0,0.6756584835311364,0.2047074671432206,0.5343731786147616
2024-02-18,Alanyaspor,Ad. Demirspor,3,3,1,0.6033231313724075,0.2596298782892092,0.500215155447448
2024-02-18,Gaziantep,Samsunspor,1,1,0,0.4167094106133344,0.49658517373805516,0.4406721395507507
2024-02-18,Ankaragucu,Galatasaray,0,3,1,0.42617328262367044,0.3621629728445519,0.40697018968993487
2024-02-19,Besiktas,Konyaspor,2,0,0,0.5343674276237176,0.4449306964219919,0.5075364082631999
2024-02-19,Buyuksehyr,Kayserispor,2,3,1,0.5045278156866213,0.4991622946251442,0.5029181593681782
2024-02-23,Samsunspor,Rizespor,3,0,1,0.4437428602805178,0.6407740555095636,0.5028522188492315
2024-02-24,Kayserispor,Ankaragucu,3,2,1,0.4854696704590712,0.530076117681902,0.49885160462592043
2024-02-24,Gaziantep,Buyuksehyr,0,2,0,0.41029853514680836,0.40979018006194257,0.41014602862134864
2024-02-24,Fenerbahce,Kasimpasa,2,1,1,0.8106189148946823,0.6328066733789237,0.7572752424399547
2024-02-24,Konyaspor,Hatayspor,2,0,0,0.4866806162105615,0.6180189241689328,0.5260821085980729
2024-02-25,Sivasspor,Pendikspor,4,1,1,0.6066406423696681,0.6785374930696484,0.6282096975796622
2024-02-25,Karagumruk,Alanyaspor,1,1,0,0.6177401037248557,0.5244418587380493,0.5897506302288138
2024-02-25,Trabzonspor,Ad. Demirspor,1,0,0,0.6125492552529181,0.48795843784308807,0.5751720100299691
2024-02-25,Istanbulspor,Besiktas,0,2,0,0.5334569402941991,0.5430996004801432,0.5363497383499823
2024-02-26,Galatasaray,Antalyaspor,2,1,1,0.480271332884632,0.7681773699396025,0.5666431440011231
2024-03-01,Kasimpasa,Sivasspor,0,0,0,0.6378130585075162,0.5266044532229557,0.6044504769221481
2024-03-02,Hatayspor,Fenerbahce,0,2,0,0.6615383681791498,0.3638106711448662,0.5722200590688646
2024-03-02,Ankaragucu,Istanbulspor,1,1,0,0.45389340879667933,0.6133488212596566,0.5017300325355726
2024-03-02,Rizespor,Kayserispor,3,0,1,0.5374385341486638,0.5818675391618178,0.55076723565261
2024-03-03,Buyuksehyr,Samsunspor,1,0,0,0.39973377505513924,0.4185425955994026,0.40537642121841827
2024-03-03,Pendikspor,Konyaspor,0,2,0,0.5690091876691206,0.2839777803248717,0.48349976546584594
2024-03-03,Besiktas,Galatasaray,0,1,0,0.4848597161826743,0.42424106195836314,0.466674119915381
2024-03-04,Ad. Demirspor,Karagumruk,1,0,0,0.5963059301913174,0.2958733416590315,0.5061761536316316
2024-03-04,Alanyaspor,Trabzonspor,3,1,1,0.6186999631590336,0.14018699654586364,0.4751460731750826
2024-03-04,Antalyaspor,Gaziantep,1,0,0,0.46254133925520824,0.21673026616142144,0.38879801732707214
2024-03-08,Galatasaray,Rizespor,6,2,1,0.5800929435352319,0.9490558605863767,0.6907818186505754
2024-03-09,Buyuksehyr,Antalyaspor,1,0,0,0.3946282624103019,0.19277630705983628,0.3340726758051622
2024-03-09,Trabzonspor,Karagumruk,5,1,1,0.5846573303243952,0.17603327230764487,0.46207011291937006
2024-03-09,Sivasspor,Alanyaspor,1,2,1,0.5494679673969868,0.31274371910854976,0.4784506929104556
2024-03-09,Konyaspor,Ad. Demirspor,2,2,1,0.4942945267192782,0.18875720676171154,0.4026333307320082
2024-03-10,Kayserispor,Hatayspor,1,1,0,0.5565656380334341,0.22007506972222596,0.4556184675400716
2024-03-10,Istanbulspor,Kasimpasa,1,2,1,0.6101948335251318,0.29633274908582985,0.5160362081933412
2024-03-10,Samsunspor,Ankaragucu,2,1,1,0.3729824658952997,0.6073148751787901,0.44328218868034686
2024-03-10,Fenerbahce,Pendikspor,4,1,1,0.8237271007822576,0.9046937701090318,0.84801710158029
2024-03-11,Gaziantep,Besiktas,2,0,0,0.4981985851001705,0.30082611786874486,0.4389868449307428
2024-03-15,Karagumruk,Konyaspor,1,1,0,0.4812090206186548,0.21104877489529683,0.4001609469016474
2024-03-15,Pendikspor,Istanbulspor,1,0,0,0.5556687059105665,0.5830644318041771,0.5638874236786497
2024-03-16,Alanyaspor,Kayserispor,1,0,0,0.6364430925858022,0.19875992469848341,0.5051381422196065
2024-03-16,Ankaragucu,Buyuksehyr,2,1,1,0.36323417548792164,0.26682851925731604,0.33431247861873997
2024-03-16,Ad. Demirspor,Sivasspor,4,1,1,0.5396940316043101,0.17225583425649185,0.4294625723999646
2024-03-16,Besiktas,Antalyaspor,1,2,1,0.4729073245730281,0.6447837429610723,0.5244702500894414
2024-03-17,Rizespor,Gaziantep,3,1,1,0.459779603523001,0.3840249899629948,0.4370532194549992
2024-03-17,Hatayspor,Samsunspor,3,0,1,0.3979679151242783,0.39239716044160194,0.39629668871947543
2024-03-17,Kasimpasa,Galatasaray,3,4,1,0.6093956247253973,0.17640813417487272,0.47949937756023997
2024-03-17,Trabzonspor,Fenerbahce,2,3,1,0.629864728522387,0.0895630594651514,0.46777422780521627
2024-04-02,Istanbulspor,Rizespor,0,4,1,0.45736047578672195,0.6510862251413294,0.5154782005931042
2024-04-02,Antalyaspor,Ankaragucu,1,1,0,0.3946752613587785,0.3943374257075349,0.3945739106634054
